N-degree;E-degree;Emergency Type;Date;Time
35,17223526;136,9849853;Traffic: VEHICLE ACCIDENT -;9-10-2019;20:05:07
35,13812769;136,9979113;Traffic: VEHICLE ACCIDENT -;9-10-2019;20:06:14
35,16672774;136,9638835;Fire: FIRE ALARM;9-10-2019;20:08:36
35,16792706;136,9699209;Traffic: ROAD OBSTRUCTION -;9-10-2019;20:24:09
35,17729696;136,9607338;EMS: VEHICLE ACCIDENT;9-10-2019;20:28:39
35,12017565;136,9911463;EMS: HEMORRHAGING;9-10-2019;20:29:57
35,12487592;136,9916959;EMS: NAUSEA/VOMITING;9-10-2019;20:46:09
35,1959322;136,9748608;EMS: UNCONSCIOUS SUBJECT;9-10-2019;21:02:17
35,12199814;136,9339622;Traffic: VEHICLE ACCIDENT -;9-10-2019;21:10:41
35,16264852;136,9828487;EMS: CHOKING;9-10-2019;21:22:07
35,1715696;136,9442286;Traffic: VEHICLE ACCIDENT -;9-10-2019;22:33:23
35,17879451;136,971348;EMS: LACERATIONS;9-10-2019;22:42:54
35,13246616;136,9361393;EMS: SYNCOPAL EPISODE;10-10-2019;00:00:00
35,14757493;136,9545424;Fire: FIRE ALARM;10-10-2019;00:00:00
35,15843536;136,9178826;Traffic: HAZARDOUS ROAD CONDITIONS -;10-10-2019;00:00:00
35,12014396;136,9749505;Traffic: VEHICLE ACCIDENT -;10-10-2019;00:00:00
35,14374332;136,9950648;EMS: SYNCOPAL EPISODE;10-10-2019;00:00:00
35,14092886;136,997075;EMS: ALTERED MENTAL STATUS;10-10-2019;00:00:00
35,13855547;136,9940523;EMS: SEIZURES;10-10-2019;01:05:42
35,18965448;136,9648197;EMS: HEAD INJURY;10-10-2019;01:10:37
35,14474506;136,9284931;EMS: ABDOMINAL PAINS;10-10-2019;01:51:28
35,14735259;136,9459112;Fire: GAS-ODOR/LEAK;10-10-2019;02:04:52
35,12230497;136,9745442;EMS: CARDIAC EMERGENCY;10-10-2019;02:09:02
35,16405353;136,962156;Traffic: VEHICLE ACCIDENT -;10-10-2019;02:12:43
35,13658801;136,9925075;Traffic: VEHICLE ACCIDENT -;10-10-2019;03:07:40
35,11619778;136,9184753;EMS: CARDIAC ARREST;10-10-2019;03:07:54
35,18826571;136,9105578;Traffic: VEHICLE ACCIDENT -;10-10-2019;03:08:23
35,19549351;136,9382838;Traffic: VEHICLE ACCIDENT -;10-10-2019;03:22:11
35,15291135;136,9756905;Traffic: ROAD OBSTRUCTION -;10-10-2019;03:33:51
35,14924899;136,9427506;Traffic: DISABLED VEHICLE -;10-10-2019;03:39:51
35,19243366;136,937687;Traffic: VEHICLE ACCIDENT -;10-10-2019;03:44:23
35,1899849;136,9603637;Traffic: VEHICLE ACCIDENT -;10-10-2019;03:47:38
35,19746241;136,9635292;Traffic: VEHICLE ACCIDENT -;10-10-2019;04:07:39
35,15221151;136,9274025;EMS: SHOOTING;10-10-2019;04:27:30
35,15198152;136,910956;EMS: SEIZURES;10-10-2019;04:29:21
35,18765514;136,9480201;EMS: FALL VICTIM;10-10-2019;04:43:48
35,1707415;136,9688398;EMS: OVERDOSE;10-10-2019;04:48:38
35,11270916;136,9524554;Traffic: VEHICLE ACCIDENT -;10-10-2019;04:51:05
35,11782938;136,9445607;Traffic: VEHICLE ACCIDENT -;10-10-2019;05:02:58
35,12971657;136,9274963;EMS: VEHICLE ACCIDENT;10-10-2019;05:06:26
35,14524909;136,9347545;Traffic: VEHICLE ACCIDENT -;10-10-2019;05:11:57
35,13589716;136,9657613;Fire: FIRE ALARM;10-10-2019;05:24:13
35,14377944;136,9179832;EMS: FEVER;10-10-2019;05:25:30
35,15112546;136,9872639;EMS: UNCONSCIOUS SUBJECT;10-10-2019;05:30:02
35,12009769;136,9402392;EMS: DOMESTIC DISTURBANCE;10-10-2019;05:32:59
35,13878483;136,9397373;EMS: RESPIRATORY EMERGENCY;10-10-2019;05:34:05
35,18284164;136,9226076;EMS: ALTERED MENTAL STATUS;10-10-2019;05:34:53
35,11640624;136,9720971;EMS: CVA/STROKE;10-10-2019;05:35:32
35,13146816;136,9277112;EMS: HEAD INJURY;10-10-2019;05:38:50
35,14727652;136,9586623;EMS: DIZZINESS;10-10-2019;05:49:13
35,1296451;136,9369608;EMS: SUBJECT IN PAIN;10-10-2019;05:55:17
35,13434372;136,9680511;EMS: HEAD INJURY;10-10-2019;05:57:11
35,19043658;136,9780511;Traffic: DISABLED VEHICLE -;10-10-2019;06:13:58
35,13890042;136,9273341;EMS: DIABETIC EMERGENCY;10-10-2019;06:16:32
35,12052129;136,9519682;EMS: VEHICLE ACCIDENT;10-10-2019;06:17:12
35,13758809;136,9847489;Traffic: DISABLED VEHICLE -;10-10-2019;06:19:32
35,16621864;136,9874901;Traffic: VEHICLE ACCIDENT -;10-10-2019;06:29:31
35,19512545;136,9631844;Traffic: DISABLED VEHICLE -;10-10-2019;06:32:25
35,15174399;136,9550075;EMS: FALL VICTIM;10-10-2019;06:33:59
35,12285217;136,9467997;Traffic: VEHICLE ACCIDENT -;10-10-2019;06:38:00
35,13096332;136,9165709;EMS: CARDIAC EMERGENCY;10-10-2019;06:40:30
35,17036067;136,9535227;Traffic: VEHICLE ACCIDENT -;10-10-2019;06:43:51
35,16009401;136,9553898;Traffic: VEHICLE ACCIDENT -;10-10-2019;06:46:09
35,11138769;136,9524194;Fire: GAS-ODOR/LEAK;10-10-2019;06:56:43
35,14461941;136,9886879;EMS: HEAD INJURY;10-10-2019;07:01:28
35,15105703;136,9295173;Fire: FIRE ALARM;10-10-2019;07:02:27
35,18544638;136,9690645;EMS: CARDIAC EMERGENCY;10-10-2019;07:02:33
35,15475767;136,9100086;Fire: UNKNOWN TYPE FIRE;10-10-2019;07:10:50
35,1530661;136,9978287;EMS: GENERAL WEAKNESS;10-10-2019;07:11:43
35,11383783;136,9404791;EMS: SUBJECT IN PAIN;10-10-2019;07:11:49
35,12841181;136,9220794;EMS: ABDOMINAL PAINS;10-10-2019;07:12:13
35,15151356;136,9847878;EMS: ALLERGIC REACTION;10-10-2019;07:20:55
35,17069695;136,9343466;EMS: OVERDOSE;10-10-2019;07:24:26
35,1852481;136,9133848;Fire: FIRE ALARM;10-10-2019;07:25:23
35,15131963;136,9152244;Traffic: DISABLED VEHICLE -;10-10-2019;07:28:39
35,17513013;136,9693454;EMS: RESPIRATORY EMERGENCY;10-10-2019;07:34:26
35,19777073;136,9493551;Traffic: VEHICLE ACCIDENT -;10-10-2019;07:40:46
35,15431899;136,9495519;EMS: UNCONSCIOUS SUBJECT;10-10-2019;07:41:11
35,17751966;136,9474596;Fire: GAS-ODOR/LEAK;10-10-2019;07:50:06
35,17552325;136,9325944;EMS: FALL VICTIM;10-10-2019;07:51:04
35,13157131;136,9431291;EMS: CARDIAC EMERGENCY;10-10-2019;07:52:00
35,18685572;136,9620602;Traffic: VEHICLE ACCIDENT -;10-10-2019;07:55:50
35,18853014;136,9653342;Traffic: DISABLED VEHICLE -;10-10-2019;07:58:24
35,16170229;136,9367196;Traffic: DISABLED VEHICLE -;10-10-2019;08:03:42
35,17646394;136,9425106;EMS: RESPIRATORY EMERGENCY;10-10-2019;08:05:58
35,13223919;136,9669452;Traffic: DISABLED VEHICLE -;10-10-2019;08:10:13
35,13969595;136,9770673;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;08:14:52
35,13214702;136,9939703;EMS: VEHICLE ACCIDENT;10-10-2019;08:16:11
35,11558688;136,9173204;EMS: RESPIRATORY EMERGENCY;10-10-2019;08:18:14
35,11882224;136,9656763;EMS: CARDIAC EMERGENCY;10-10-2019;08:19:05
35,19573627;136,999011;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;08:23:18
35,18908616;136,9455737;EMS: RESPIRATORY EMERGENCY;10-10-2019;08:26:51
35,17301305;136,9261194;Traffic: DISABLED VEHICLE -;10-10-2019;08:28:20
35,18143382;136,9474298;Fire: FIRE SPECIAL SERVICE;10-10-2019;08:28:20
35,15897135;136,9630661;Traffic: ROAD OBSTRUCTION -;10-10-2019;08:31:59
35,18941148;136,9673854;Traffic: VEHICLE ACCIDENT -;10-10-2019;08:32:40
35,19384756;136,9303099;Traffic: VEHICLE ACCIDENT -;10-10-2019;08:35:06
35,16451286;136,9500003;EMS: OVERDOSE;10-10-2019;08:39:00
35,18587132;136,959537;EMS: RESPIRATORY EMERGENCY;10-10-2019;08:41:42
35,12803582;136,9137821;Fire: CARBON MONOXIDE DETECTOR;10-10-2019;08:41:45
35,16753086;136,9272299;Traffic: ROAD OBSTRUCTION -;10-10-2019;08:43:50
35,18734575;136,9194473;Traffic: VEHICLE ACCIDENT -;10-10-2019;08:43:50
35,17071198;136,9256694;EMS: CARDIAC EMERGENCY;10-10-2019;08:44:03
35,15257959;136,9263404;Traffic: VEHICLE ACCIDENT -;10-10-2019;08:48:05
35,14932483;136,9497581;EMS: BACK PAINS/INJURY;10-10-2019;08:56:51
35,19771784;136,9290158;EMS: CVA/STROKE;10-10-2019;08:57:29
35,14865893;136,915921;EMS: FRACTURE;10-10-2019;09:02:32
35,12040505;136,9396392;EMS: CARDIAC EMERGENCY;10-10-2019;09:07:28
35,15174408;136,9911733;EMS: HEAD INJURY;10-10-2019;09:10:22
35,14098968;136,9840346;Traffic: HAZARDOUS ROAD CONDITIONS -;10-10-2019;09:12:10
35,13776866;136,9675306;Fire: FIRE INVESTIGATION;10-10-2019;09:13:49
35,15567379;136,9757059;Traffic: VEHICLE ACCIDENT -;10-10-2019;09:13:50
35,15600347;136,9177296;EMS: MEDICAL ALERT ALARM;10-10-2019;09:18:49
35,14824964;136,9872955;EMS: SUBJECT IN PAIN;10-10-2019;09:20:45
35,14462778;136,9946827;Traffic: VEHICLE ACCIDENT -;10-10-2019;09:21:44
35,16681885;136,9275089;EMS: UNCONSCIOUS SUBJECT;10-10-2019;09:24:50
35,17191432;136,9668342;Traffic: DISABLED VEHICLE -;10-10-2019;09:29:13
35,19928848;136,9321201;Traffic: VEHICLE FIRE -;10-10-2019;09:35:37
35,15399326;136,972009;EMS: CARDIAC EMERGENCY;10-10-2019;09:37:56
35,19209876;136,9735283;Traffic: VEHICLE ACCIDENT -;10-10-2019;09:38:12
35,17442434;136,9817438;EMS: SUSPICIOUS;10-10-2019;09:38:31
35,11022573;136,9458655;Traffic: VEHICLE ACCIDENT -;10-10-2019;09:39:35
35,17261273;136,9479616;EMS: DIZZINESS;10-10-2019;09:49:33
35,1363124;136,9522965;Fire: FIRE INVESTIGATION;10-10-2019;09:51:34
35,15764733;136,9165395;EMS: SYNCOPAL EPISODE;10-10-2019;09:54:58
35,14372741;136,9536862;EMS: EMS SPECIAL SERVICE;10-10-2019;09:55:40
35,15738661;136,986229;EMS: DEHYDRATION;10-10-2019;09:56:08
35,15364997;136,9344757;Traffic: VEHICLE ACCIDENT -;10-10-2019;09:58:18
35,11038174;136,9646421;EMS: RESPIRATORY EMERGENCY;10-10-2019;10:01:59
35,18753777;136,9823294;EMS: MEDICAL ALERT ALARM;10-10-2019;10:02:09
35,19862239;136,9113294;EMS: FALL VICTIM;10-10-2019;10:02:57
35,18660713;136,9805731;Traffic: DISABLED VEHICLE -;10-10-2019;10:07:49
35,11007486;136,9617934;EMS: RESPIRATORY EMERGENCY;10-10-2019;10:10:19
35,16128011;136,9131632;EMS: ASSAULT VICTIM;10-10-2019;10:10:28
35,1980991;136,9225449;EMS: DIABETIC EMERGENCY;10-10-2019;10:12:06
35,18925336;136,9861905;EMS: GENERAL WEAKNESS;10-10-2019;10:15:01
35,15361893;136,9610471;Traffic: DISABLED VEHICLE -;10-10-2019;10:16:24
35,11140628;136,9466207;EMS: CARDIAC EMERGENCY;10-10-2019;10:19:24
35,14631925;136,9362125;Fire: FIRE INVESTIGATION;10-10-2019;10:22:37
35,14198371;136,9128094;EMS: ABDOMINAL PAINS;10-10-2019;10:25:18
35,16301954;136,9774197;Fire: FIRE ALARM;10-10-2019;10:29:21
35,19308165;136,9182646;EMS: SYNCOPAL EPISODE;10-10-2019;10:32:42
35,17189374;136,9549143;EMS: HEMORRHAGING;10-10-2019;10:37:45
35,1883511;136,9657056;Traffic: VEHICLE ACCIDENT -;10-10-2019;10:39:44
35,16836987;136,9129413;Traffic: VEHICLE ACCIDENT -;10-10-2019;10:44:30
35,16761015;136,9440108;EMS: CARDIAC EMERGENCY;10-10-2019;10:45:08
35,13081689;136,9606937;Traffic: VEHICLE ACCIDENT -;10-10-2019;10:45:38
35,17986828;136,9306785;EMS: SEIZURES;10-10-2019;10:45:53
35,15130456;136,9244325;EMS: GENERAL WEAKNESS;10-10-2019;10:46:08
35,14000735;136,9792779;EMS: NAUSEA/VOMITING;10-10-2019;10:48:17
35,1582221;136,9918545;EMS: FALL VICTIM;10-10-2019;10:51:53
35,18053868;136,9229579;Traffic: VEHICLE ACCIDENT -;10-10-2019;10:52:15
35,16512526;136,9724815;EMS: UNCONSCIOUS SUBJECT;10-10-2019;10:52:25
35,16348772;136,9838872;EMS: CARDIAC ARREST;10-10-2019;10:53:01
35,19379239;136,9540911;Traffic: VEHICLE ACCIDENT -;10-10-2019;10:57:21
35,14819629;136,9223;Fire: FIRE ALARM;10-10-2019;10:57:33
35,17055912;136,9726099;EMS: VEHICLE ACCIDENT;10-10-2019;10:58:34
35,19398328;136,9147516;EMS: SEIZURES;10-10-2019;11:00:54
35,16396073;136,9814117;Fire: VEHICLE ACCIDENT;10-10-2019;11:02:34
35,18788085;136,9975012;EMS: FEVER;10-10-2019;11:05:56
35,11340152;136,9497203;Traffic: VEHICLE ACCIDENT -;10-10-2019;11:08:17
35,12475315;136,9423677;EMS: FALL VICTIM;10-10-2019;11:09:10
35,17669382;136,9345283;EMS: CARDIAC EMERGENCY;10-10-2019;11:11:26
35,18888273;136,9851394;EMS: CARDIAC EMERGENCY;10-10-2019;11:11:47
35,13960321;136,9129163;Traffic: ROAD OBSTRUCTION -;10-10-2019;11:14:57
35,17233567;136,9347909;Fire: FIRE ALARM;10-10-2019;11:15:49
35,13736294;136,9902755;Fire: VEHICLE FIRE;10-10-2019;11:32:38
35,14300244;136,9594801;Traffic: VEHICLE ACCIDENT -;10-10-2019;11:33:10
35,16876192;136,9473599;Traffic: DISABLED VEHICLE -;10-10-2019;11:36:29
35,16029097;136,9966307;EMS: UNCONSCIOUS SUBJECT;10-10-2019;11:37:04
35,12274198;136,9364456;Traffic: ROAD OBSTRUCTION -;10-10-2019;11:38:07
35,13930906;136,9717598;EMS: FALL VICTIM;10-10-2019;11:41:17
35,14267294;136,9555332;EMS: RESPIRATORY EMERGENCY;10-10-2019;11:43:10
35,18883902;136,9649459;EMS: VEHICLE ACCIDENT;10-10-2019;11:45:22
35,11870553;136,9784296;EMS: DOMESTIC DISTURBANCE;10-10-2019;11:46:01
35,11761638;136,9220231;EMS: FRACTURE;10-10-2019;11:46:40
35,14084051;136,9463124;EMS: RESPIRATORY EMERGENCY;10-10-2019;11:47:59
35,16887006;136,9548206;EMS: ALLERGIC REACTION;10-10-2019;11:51:14
35,14357588;136,9444842;EMS: CVA/STROKE;10-10-2019;11:53:10
35,13732038;136,9557188;EMS: VEHICLE ACCIDENT;10-10-2019;11:54:47
35,19346818;136,9961905;Traffic: DISABLED VEHICLE -;10-10-2019;11:55:43
35,14171322;136,963267;Traffic: DISABLED VEHICLE -;10-10-2019;11:58:53
35,17777412;136,9538815;EMS: NAUSEA/VOMITING;10-10-2019;12:00:19
35,11401459;136,9776733;EMS: CARDIAC EMERGENCY;10-10-2019;12:02:49
35,11934467;136,9381558;EMS: NAUSEA/VOMITING;10-10-2019;12:03:46
35,14196993;136,9583758;Fire: RESCUE - ELEVATOR;10-10-2019;12:10:07
35,19773386;136,9371229;Fire: FIRE INVESTIGATION;10-10-2019;12:11:25
35,14019315;136,942079;EMS: CVA/STROKE;10-10-2019;12:12:04
35,12088157;136,9418744;Fire: FIRE ALARM;10-10-2019;12:13:17
35,14119351;136,9236076;Traffic: VEHICLE ACCIDENT -;10-10-2019;12:14:27
35,11289456;136,9496229;Traffic: VEHICLE ACCIDENT -;10-10-2019;12:16:03
35,14661997;136,9468349;Traffic: VEHICLE ACCIDENT -;10-10-2019;12:18:29
35,14867364;136,9916754;EMS: DIABETIC EMERGENCY;10-10-2019;12:19:27
35,16623607;136,9163239;EMS: VEHICLE ACCIDENT;10-10-2019;12:20:08
35,12474602;136,962974;Fire: GAS-ODOR/LEAK;10-10-2019;12:20:34
35,15778223;136,9695752;EMS: RESPIRATORY EMERGENCY;10-10-2019;12:22:17
35,12920166;136,9788622;EMS: VEHICLE ACCIDENT;10-10-2019;12:29:09
35,14337056;136,9167862;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;12:29:31
35,16882036;136,9474224;EMS: FEVER;10-10-2019;12:34:10
35,17788295;136,9823586;EMS: ALTERED MENTAL STATUS;10-10-2019;12:35:16
35,14079639;136,918985;EMS: GENERAL WEAKNESS;10-10-2019;12:41:36
35,11625278;136,9673556;Traffic: VEHICLE ACCIDENT -;10-10-2019;12:42:25
35,17754172;136,9331179;Traffic: DISABLED VEHICLE -;10-10-2019;12:42:29
35,19813614;136,9280088;Fire: FIRE INVESTIGATION;10-10-2019;12:46:01
35,16622174;136,934136;EMS: RESPIRATORY EMERGENCY;10-10-2019;12:48:58
35,11426893;136,954199;EMS: FALL VICTIM;10-10-2019;12:53:03
35,17329596;136,9671178;EMS: FALL VICTIM;10-10-2019;12:53:59
35,16361141;136,9914131;Traffic: VEHICLE FIRE -;10-10-2019;12:55:30
35,14248386;136,9545368;Traffic: VEHICLE ACCIDENT -;10-10-2019;12:57:24
35,12364451;136,9168293;Fire: FIRE ALARM;10-10-2019;12:59:31
35,18146572;136,9694269;EMS: BACK PAINS/INJURY;10-10-2019;13:00:17
35,15727359;136,9596412;EMS: SUBJECT IN PAIN;10-10-2019;13:01:55
35,1979458;136,9731462;EMS: FALL VICTIM;10-10-2019;13:02:52
35,13467674;136,9984699;EMS: GENERAL WEAKNESS;10-10-2019;13:03:12
35,12999129;136,9614143;Fire: FIRE ALARM;10-10-2019;13:03:32
35,17337112;136,9969608;EMS: CARDIAC EMERGENCY;10-10-2019;13:10:29
35,15897655;136,9655517;EMS: HEMORRHAGING;10-10-2019;13:18:29
35,14825842;136,956936;EMS: RESPIRATORY EMERGENCY;10-10-2019;13:18:59
35,14403279;136,9215768;EMS: SUSPICIOUS;10-10-2019;13:19:33
35,12422398;136,9522131;EMS: CARDIAC EMERGENCY;10-10-2019;13:19:34
35,11651867;136,9627957;Fire: FIRE ALARM;10-10-2019;13:19:54
35,11434777;136,9221296;EMS: GENERAL WEAKNESS;10-10-2019;13:27:21
35,12889733;136,9894686;Fire: VEHICLE FIRE;10-10-2019;13:29:54
35,19635099;136,9132612;Fire: FIRE ALARM;10-10-2019;13:30:03
35,15578326;136,9430221;EMS: RESPIRATORY EMERGENCY;10-10-2019;13:31:01
35,11841031;136,9783708;EMS: CARDIAC EMERGENCY;10-10-2019;13:31:34
35,18580154;136,9152517;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;13:36:12
35,17850492;136,9593124;Fire: FIRE ALARM;10-10-2019;13:36:45
35,17728299;136,9963492;Traffic: VEHICLE ACCIDENT -;10-10-2019;13:37:13
35,14680761;136,9436073;Fire: WOODS/FIELD FIRE;10-10-2019;13:42:19
35,13381649;136,9547061;Traffic: VEHICLE ACCIDENT -;10-10-2019;13:46:39
35,11713457;136,9663546;EMS: RESPIRATORY EMERGENCY;10-10-2019;13:51:17
35,12343411;136,9658078;Traffic: VEHICLE ACCIDENT -;10-10-2019;13:53:56
35,18436689;136,985086;Traffic: VEHICLE ACCIDENT -;10-10-2019;14:01:24
35,14409021;136,9328942;Traffic: VEHICLE ACCIDENT -;10-10-2019;14:02:22
35,17136906;136,9138415;EMS: CARDIAC EMERGENCY;10-10-2019;14:03:08
35,15535595;136,9722199;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;14:03:27
35,18175155;136,9434957;Traffic: VEHICLE ACCIDENT -;10-10-2019;14:03:32
35,19855968;136,9400413;Traffic: VEHICLE FIRE -;10-10-2019;14:08:05
35,15065993;136,9278108;EMS: UNCONSCIOUS SUBJECT;10-10-2019;14:09:25
35,11179025;136,9182277;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;14:09:55
35,12371151;136,9519239;Traffic: VEHICLE ACCIDENT -;10-10-2019;14:10:40
35,12306058;136,9138764;EMS: FALL VICTIM;10-10-2019;14:16:25
35,1964355;136,918775;Fire: FIRE ALARM;10-10-2019;14:18:27
35,17840677;136,9198288;Fire: FIRE POLICE NEEDED;10-10-2019;14:23:22
35,19658331;136,9921951;Traffic: VEHICLE ACCIDENT -;10-10-2019;14:24:03
35,13761181;136,9229925;EMS: GENERAL WEAKNESS;10-10-2019;14:27:27
35,17492774;136,9548385;EMS: RESCUE - GENERAL;10-10-2019;14:27:39
35,18900525;136,9572757;EMS: FALL VICTIM;10-10-2019;14:28:02
35,13029749;136,9566695;EMS: SUBJECT IN PAIN;10-10-2019;14:28:06
35,18592403;136,9404359;Fire: GAS-ODOR/LEAK;10-10-2019;14:28:44
35,14907283;136,9888447;EMS: FALL VICTIM;10-10-2019;14:39:36
35,14812465;136,9138142;EMS: SEIZURES;10-10-2019;14:42:37
35,12815891;136,9780548;EMS: HEAD INJURY;10-10-2019;14:45:26
35,13943151;136,955354;EMS: CARDIAC EMERGENCY;10-10-2019;14:51:10
35,19010106;136,9873976;EMS: RESPIRATORY EMERGENCY;10-10-2019;14:56:08
35,11631676;136,9883987;Fire: BUILDING FIRE;10-10-2019;14:57:43
35,16059401;136,9909764;EMS: FEVER;10-10-2019;14:59:59
35,15021515;136,9635171;EMS: RESPIRATORY EMERGENCY;10-10-2019;15:03:23
35,1720919;136,9648407;EMS: CARDIAC EMERGENCY;10-10-2019;15:04:06
35,14432806;136,9113079;Traffic: VEHICLE ACCIDENT -;10-10-2019;15:07:33
35,18491244;136,9821738;Traffic: ROAD OBSTRUCTION -;10-10-2019;15:10:23
35,1776531;136,9651394;Fire: WOODS/FIELD FIRE;10-10-2019;15:16:42
35,17298041;136,9544503;EMS: GENERAL WEAKNESS;10-10-2019;15:18:06
35,12283112;136,9838586;Fire: FIRE ALARM;10-10-2019;15:18:33
35,15237969;136,9986517;EMS: DIZZINESS;10-10-2019;15:20:56
35,16575022;136,9444253;EMS: HEMORRHAGING;10-10-2019;15:24:03
35,19798046;136,9993264;EMS: RESPIRATORY EMERGENCY;10-10-2019;15:31:40
35,11055692;136,9754986;EMS: ABDOMINAL PAINS;10-10-2019;15:32:20
35,18509918;136,9355926;Traffic: VEHICLE ACCIDENT -;10-10-2019;15:34:43
35,13066797;136,9175765;EMS: FALL VICTIM;10-10-2019;15:40:08
35,11605311;136,9508728;Traffic: VEHICLE ACCIDENT -;10-10-2019;15:45:10
35,1479076;136,9630743;Fire: BUILDING FIRE;10-10-2019;15:55:37
35,19148951;136,9930846;EMS: VEHICLE ACCIDENT;10-10-2019;16:00:05
35,12523184;136,9745003;EMS: UNKNOWN MEDICAL EMERGENCY;10-10-2019;16:01:37
35,18392158;136,9116668;EMS: RESPIRATORY EMERGENCY;10-10-2019;16:01:39
35,11115003;136,9835707;Traffic: VEHICLE ACCIDENT -;10-10-2019;16:01:48
35,13460619;136,921231;Traffic: VEHICLE ACCIDENT -;10-10-2019;16:03:05
35,13229338;136,9599994;Fire: FIRE SPECIAL SERVICE;10-10-2019;16:03:18
35,12379807;136,9445581;Traffic: HAZARDOUS ROAD CONDITIONS -;10-10-2019;16:03:29
35,18525162;136,9138631;EMS: NAUSEA/VOMITING;10-10-2019;16:03:46
35,16666117;136,936538;Traffic: VEHICLE ACCIDENT -;10-10-2019;16:07:54
35,1673505;136,947253;Fire: VEHICLE ACCIDENT;10-10-2019;16:10:56
35,15793451;136,9908129;Traffic: DISABLED VEHICLE -;10-10-2019;16:12:05
35,18456027;136,9112974;EMS: RESPIRATORY EMERGENCY;10-10-2019;16:12:39
35,17590165;136,9592768;EMS: FEVER;10-10-2019;16:17:04
35,16853293;136,9518649;Traffic: VEHICLE ACCIDENT -;10-10-2019;16:24:22
35,12063185;136,9385113;EMS: FALL VICTIM;10-10-2019;16:24:28
35,1129335;136,9964023;Traffic: VEHICLE ACCIDENT -;10-10-2019;16:28:57
35,1741185;136,9751528;EMS: MEDICAL ALERT ALARM;10-10-2019;16:31:04
35,16348844;136,932849;EMS: SEIZURES;10-10-2019;16:36:09
35,19707375;136,9121693;EMS: CARBON MONOXIDE DETECTOR;10-10-2019;16:48:00
35,12235318;136,9625727;EMS: FALL VICTIM;10-10-2019;16:50:18
35,19475731;136,918695;EMS: FRACTURE;10-10-2019;16:54:45
35,11413347;136,985808;EMS: VEHICLE ACCIDENT;10-10-2019;17:00:09
35,19379356;136,9670944;EMS: MEDICAL ALERT ALARM;10-10-2019;17:00:12
35,14597824;136,9785695;Traffic: VEHICLE ACCIDENT -;10-10-2019;17:00:30
35,13188779;136,9321934;EMS: CARDIAC EMERGENCY;10-10-2019;17:02:17
35,16175646;136,9488908;Fire: CARBON MONOXIDE DETECTOR;10-10-2019;17:02:30
35,14935786;136,9951382;EMS: SUBJECT IN PAIN;10-10-2019;17:02:32
35,11080078;136,9681782;EMS: CARDIAC ARREST;10-10-2019;17:06:01
35,13575721;136,9946761;Traffic: VEHICLE ACCIDENT -;10-10-2019;17:07:18
35,1683088;136,914787;Traffic: VEHICLE ACCIDENT -;10-10-2019;17:11:53
35,13991993;136,9551595;Traffic: VEHICLE ACCIDENT -;10-10-2019;17:13:10
35,19548971;136,9141506;EMS: BACK PAINS/INJURY;10-10-2019;17:15:51
35,13505742;136,9225824;Fire: ELECTRICAL FIRE OUTSIDE;10-10-2019;17:15:54
35,12295747;136,9842547;Traffic: VEHICLE ACCIDENT -;10-10-2019;17:15:55
35,18881423;136,9676588;Fire: FIRE ALARM;10-10-2019;17:16:00
35,15987113;136,979049;EMS: DIABETIC EMERGENCY;10-10-2019;17:23:46
35,11420211;136,9969738;EMS: RESPIRATORY EMERGENCY;10-10-2019;17:24:22
35,19088914;136,9200456;EMS: VEHICLE ACCIDENT;10-10-2019;17:29:51
35,16308715;136,9599889;EMS: RESPIRATORY EMERGENCY;10-10-2019;17:30:02
35,16258313;136,9633252;EMS: OVERDOSE;10-10-2019;17:30:20
35,13994413;136,9202362;EMS: UNCONSCIOUS SUBJECT;10-10-2019;17:35:28
35,12034849;136,9725104;EMS: FALL VICTIM;10-10-2019;17:43:27
35,1;136,9;EMS: RESPIRATORY EMERGENCY;10-10-2019;17:44:40
35,15459648;136,9676122;EMS: CARDIAC ARREST;10-10-2019;17:51:10
35,14707588;136,9539502;Traffic: VEHICLE ACCIDENT -;10-10-2019;17:51:31
35,13514355;136,9164128;EMS: RESPIRATORY EMERGENCY;10-10-2019;17:55:56
35,14353245;136,9505895;Traffic: VEHICLE ACCIDENT -;10-10-2019;18:10:20
35,18084826;136,9666279;EMS: RESPIRATORY EMERGENCY;10-10-2019;18:15:41
35,15696416;136,9985248;Traffic: DISABLED VEHICLE -;10-10-2019;18:18:10
35,18492546;136,977316;EMS: FALL VICTIM;10-10-2019;18:22:50
35,16183383;136,9839281;Traffic: VEHICLE ACCIDENT -;10-10-2019;18:26:06
35,19273418;136,9339652;Traffic: VEHICLE ACCIDENT -;10-10-2019;18:32:57
35,14314508;136,9507206;EMS: SEIZURES;10-10-2019;18:33:17
35,17904676;136,9974601;Fire: FIRE ALARM;10-10-2019;18:39:59
35,16038232;136,9414626;Traffic: VEHICLE ACCIDENT -;10-10-2019;18:42:48
35,15645907;136,9342702;Traffic: VEHICLE ACCIDENT -;10-10-2019;18:43:00
